90266|142071
48374|142038
89004|142000
07930|141979
07481|141964
01890|141829
10501|141500
07450|141401
01778|141083
11790|140988
10803|140977
07670|140923
98074|140799
07746|140649
20812|140625
10607|140478
60558|140361
20194|140018
07704|140000
10503|139911
02482|139811
20143|139583
10533|139359
20169|139240
90210|138750
02492|138734
94582|138371
07928|138273
33158|138257
20837|138220
02421|138202
07632|138201
07090|137867
11530|137788
07677|137724
07039|137665
94549|137344
20896|137250
92694|137122
02420|137109
98077|136833
19807|136652
11733|136596
08836|136509
77382|136411
22153|136406
07739|136344
94707|136331
20815|136098
77441|136080
20871|136053
07751|135806
03750|135750
02459|135685
07722|135536
89823|135417
01451|135357
08560|135192
01718|135179
07640|135114
96136|135076
73151|135074
18950|135050
94301|134907
07922|134849
20112|134691
08534|134660
04110|134453
22032|134387
64166|134219
07733|134180
06525|134045
36559|133875
20868|133859
20677|133711
12433|133542
33473|133365
95053|133333
85262|133199
94556|133088
66220|132981
94552|132826
01742|132736
02641|132697
22180|132696
66221|132637
20136|132634
06073|132619
06414|132574
22315|132547
94920|132486
94065|132462
08525|132407
38139|132320
07620|132250
77059|132137
20004|132083
21036|132083
21797|132000
06612|132000
02465|131853
08011|131705
77494|131694
90402|131607
07738|131569
01775|131500
10560|131500
10914|131250
92130|131166
02461|131125
94127|131108
11786|131103
20132|131076
95014|130961
20165|130788
08833|130664
07760|130509
06853|130500
20105|130269
78739|130199
60015|130140
18925|130077
05254|130000
48168|129821
75013|129805
10590|129632
20623|129537
20639|129521
20720|129465
80238|129266
11598|129100
06824|128951
08540|128822
02090|128813
94526|128802
11109|128693
95135|128654
78746|128556
10983|128520
10930|128500
78732|128397
63131|128372
67230|128365
77479|128362
21131|128294
59537|128269
01748|128267
17508|128224
08056|128162
55386|128083
91436|128060
10706|128056
21104|127983
20137|127888
01921|127813
94588|127684
78738|127683
20155|127626
60047|127561
20895|127459
78733|127250
19350|127234
92887|126984
21146|126959
30573|126958
20607|126889
21754|126823
02067|126773
11020|126652
94062|126557
67228|126528
20637|126509
10994|126477
60091|126471
95033|126397
64113|126351
19034|126339
58795|126250
10519|126089
06060|126065
07711|126042
07830|125906
20180|125846
38054|125781
92625|125735
37350|125729
21140|125662
98040|125651
92673|125629
07871|125600
07920|125583
10570|125488
60585|125449
94070|125335
01810|125321
93108|125272
58239|125268
01886|125143
11566|125125
11803|125119
18929|124951
07401|124821
90265|124814
10913|124766
78004|124730
92823|124712
19060|124705
02647|124659
11962|124375
20759|124375
95663|124375
07702|124306
08889|124289
73025|124289
80025|124091
18954|123986
60175|123900
80481|123750
94618|123575
98065|123548
92127|123459
43021|123444
03110|123423
10004|123409
50323|123377
10984|123250
20147|123119
07023|123003
94114|122970
01985|122969
06896|122891
78737|122886
60010|122789
10953|122788
60048|122704
22046|122667
11976|122625
20144|122616
03854|122604
10594|122583
12438|122578
08510|122500
48306|122446
20141|122415
94087|122354
07446|122165
20832|122092
20016|122087
49301|121980
08515|121979
94583|121948
10005|121840
27519|121815
19041|121806
91302|121715
11577|121699
02071|121635
20630|121635
35223|121575
75094|121552
07901|121475
94517|121367
94598|121337
10006|121316
80108|121283
77345|121224
07082|121213
07079|121213
94941|121209
94123|121200
01983|121157
33149|121023
19352|121019
15367|120994
92610|120984
80007|120972
11718|120938
95032|120893
21163|120882
20629|120833
20176|120770
90275|120742
28207|120714
08730|120711
92603|120686
93730|120672
11792|120645
19319|120625
52411|120625
60969|120625
94107|120610
08853|120566
22015|120506
63783|120469
11804|120433
94566|120401
11509|120385
02332|120253
95041|120208
91108|120152
08720|120031
20721|119963
92067|119939
92131|119924
55347|119858
20151|119815
11739|119773
22314|119739
07624|119725
22301|119702
23120|119656
98053|119637
08062|119635
53122|119536
33332|119375
01720|119342
21032|119162
46033|119104
94025|119095
10546|119091
04343|119083
78015|119077
63038|119006
11557|118990
20814|118977
95746|118919
20158|118889
91708|118750
19456|118537
60192|118434
10524|118409
08867|118378
55439|118292
07045|118286
07946|118250
10956|118181
21704|118139
94010|118125
20855|118066
33327|118025
01745|117955
21054|117917
99154|117917
08057|117893
08824|117824
48301|117813
20736|117785
95762|117700
02025|117679
11743|117654
20769|117639
07436|117596
12124|117589
07876|117553
15090|117473
44236|117466
22201|117332
06422|117328
91377|117326
19444|117315
20689|117292
06456|117216
76226|117138
19025|117054
11762|117051
01984|116875
22152|116866
95054|116855
11768|116797
45174|116786
20129|116750
90049|116732
08073|116723
19312|116701
01450|116686
37027|116531
12441|116500
75978|116500
84098|116433
20187|116334
18902|116304
07016|116276
89413|116250
68118|116250
01827|116125
03885|116111
21779|116058
12063|116034
07040|116014
75205|115972
60565|115931
20878|115826
94402|115807
06001|115745
10022|115604
78257|115560
48302|115505
10028|115485
11747|115459
07869|115424
60035|115372
75082|115286
79012|115278
12585|115250
87122|115247
02110|115208
06784|115173
10578|115114
02872|115074
07676|115028
08844|114991
33076|114916
06117|114907
77024|114864
68527|114861
23436|114861
02812|114803
94404|114779
92014|114777
44040|114773
95134|114757
01541|114688
01730|114676
91381|114608
94555|114603
08820|114568
20693|114565
18940|114555
95587|114542
11565|114519
03031|114399
11764|114398
20905|114375
78255|114315
10986|114306
11767|114268
75078|114267
21774|114219
11559|114211
40025|114167
80126|114094
55129|114002
43065|113956
22639|113942
33146|113835
93908|113826
48070|113750
20880|113750
19707|113699
02210|113622
11793|113616
94568|113616
21132|113519
80924|113503
11948|113478
22025|113444
22102|113409
08802|113409
19316|113365
08801|113346
18980|113313
21111|113304
08807|113294
94946|113281
94925|113279
50226|113250
20779|113148
02467|113146
46814|113136
66226|113100
02186|113087
07642|113077
10522|113062
11730|113014
63124|112891
60503|112873
20007|112837
20175|112746
06447|112714
11777|112701
96821|112687
08691|112656
75034|112626
11725|112623
55340|112566
08061|112542
85255|112531
31318|112527
89519|112500
60012|112461
11766|112455
01864|112419
68514|112411
40059|112410
21120|112386
22743|112368
19096|112351
06419|112344
08810|112319
18371|112250
07076|112220
07748|112219
23103|112167
06070|112153
02494|112115
01756|112104
40513|112093
11596|112083
65731|112083
92660|112008
85253|112005
79783|112000
20170|111987
03087|111982
20120|111926
94505|111833
37069|111814
01922|111806
06470|111798
01590|111788
08559|111758
21076|111750
19422|111728
21770|111677
05445|111667
01460|111652
94306|111602
76248|111552
52328|111333
75019|111325
10023|111265
98006|111216
85284|111145
60603|111125
91354|111098
07058|111076
92808|110964
19426|110924
29482|110870
01568|110781
03768|110781
11970|110761
80862|110714
15953|110703
43082|110686
02061|110671
79259|110625
20003|110620
80426|110529
20723|110522
21057|110477
28308|110455
18051|110395
28350|110362
91914|110343
20860|110336
23129|110294
02199|110284
66085|110280
95837|110236
21771|110190
79366|110179
22310|110169
10065|110163
78619|110074
84035|110057
92886|110054
08501|110000
11732|110000
11787|110000
11570|109926
91301|109913
11569|109855
10964|109844
02053|109841
20191|109827
10526|109821
10532|109815
08750|109792
10024|109784
75028|109781
08551|109761
02874|109722
20117|109671
19087|109633
31411|109614
99605|109583
10014|109557
96125|109545
85045|109500
19343|109496
60136|109489
55311|109465
78260|109424
10021|109398
06107|109276
92129|109267
08886|109235
11782|109225
07940|109211
78266|109196
01940|109099
08055|109023
03033|109006
96825|108942
07821|108933
06013|108922
95066|108919
91105|108882
78023|108881
11780|108871
48323|108816
11949|108814
80109|108799
98296|108793
75035|108694
07630|108693
06468|108688
76490|108676
60305|108563
01982|108558
06611|108554
08003|108519
10567|108446
11771|108438
07068|108421
78730|108421
21013|108415
22043|108408
06231|108387
95131|108366
01746|108350
20872|108326
94960|108295
48098|108281
06443|108231
80132|108226
95046|108205
11731|108182
23113|108176
21777|108162
80023|108162
21108|108152
55123|108128
80118|108107
10598|108093
63040|108086
10541|108082
43054|108037
19072|108025
60554|107992
03233|107955
21769|107932
23070|107917
20119|107841
06410|107838
03036|107833
60606|107819
10605|107782
08840|107775
22936|107775
94970|107768
21409|107756
06089|107734
07936|107682
72585|107663
94592|107660
20008|107651
08041|107639
20754|107617
84638|107614
80921|107608
85263|107606
60490|107585
20715|107579
94611|107577
08738|107574
20685|107536
10595|107522
95129|107493
13087|107396
06830|107395
48304|107345
21046|107338
03049|107333
95148|107324
08821|107273
07981|107261
66206|107230
77459|107214
80130|107200
48009|107161
11721|107153
55315|107134
01532|107111
08827|107105
95391|107095
06084|107091
02763|107083
10579|107066
21114|107048
19355|107041
98072|107009
02356|106989
10528|106912
65730|106908
01833|106898
07456|106880
07030|106875
79911|106875
22202|106830
11710|106777
22538|106771
07463|106750
90290|106750
14051|106710
11050|106682
80516|106665
95124|106660
22033|106647
11023|106639
07726|106581
07069|106563
06804|106496
48025|106472
20613|106466
90743|106458
07933|106429
77406|106408
07405|106403
91320|106365
21152|106349
94964|106333
22031|106332
07656|106327
75025|106301
01106|106296
03032|106222
10958|106211
11795|106172
02478|106172
81024|106125
77007|106044
78258|106036
20850|106006
55331|105997
46077|105990
87544|105989
94002|105985
06482|105873
59064|105804
44023|105781
60502|105729
19004|105707
07950|105696
89138|105696
21043|105695
13861|105694
43972|105662
91390|105659
01949|105646
03844|105625
06758|105625
18602|105625
14534|105608
22307|105582
22554|105561
55042|105529
94502|105480
66610|105478
61525|105469
11758|105467
11579|105457
21810|105446
50426|105417
80129|105383
60203|105357
43035|105336
15502|105329
21677|105313
07834|105294
03304|105266
11040|105266
45243|105263
21047|105257
61425|105217
68526|105197
23059|105191
06477|105190
06333|105147
02466|105106
06825|105045
08085|105044
90254|105029
20636|105000
21784|104979
10011|104974
90278|104934
07470|104825
55317|104774
06090|104766
16851|104762
22151|104732
07878|104730
06033|104708
10075|104583
93619|104557
20181|104500
50612|104500
01867|104472
21012|104401
02109|104393
07675|104388
02066|104275
99577|104263
07661|104250
07924|104235
76008|104215
78248|104189
57457|104167
95742|104167
92602|104149
92060|104125
75054|104124
80908|104100
81434|104063
60124|104034
58835|104028
97034|104020
02142|104014
15241|104008
10989|103998
01719|103996
98033|103995
07932|103967
10016|103960
48363|103955
02806|103937
11783|103891
85266|103883
22030|103874
80125|103835
02460|103800
10916|103750
16685|103750
10589|103721
20646|103704
55356|103698
25081|103693
02669|103693
10962|103672
80027|103671
07977|103654
92121|103598
18947|103571
21710|103527
80116|103519
22079|103512
94111|103472
12582|103460
25932|103438
38017|103432
01824|103411
07009|103384
94019|103378
19333|103375
64082|103372
07438|103364
07645|103361
02043|103350
06420|103333
94117|103333
21037|103328
95119|103319
90292|103319
91361|103306
76052|103297
40245|103274
06905|103268
80135|103266
17210|103214
23651|103194
11548|103194
12177|103139
11960|103137
66209|103096
98052|103086
08822|103065
06444|103000
63141|103000
19317|102976
94550|102952
58420|102917
27978|102895
15086|102875
95318|102872
12533|102859
06455|102844
22946|102823
08014|102774
98027|102760
92782|102755
01721|102721
84002|102708
55054|102695
83126|102663
89821|102656
80016|102646
60540|102623
01612|102614
55346|102603
60062|102594
92364|102500
03856|102500
11788|102500
18914|102500
95125|102479
01505|102422
93953|102396
15015|102292
91384|102273
11754|102267
05071|102250
94904|102237
92009|102212
77389|102205
11752|102198
64157|102180
30005|102174
07430|102168
10017|102165
78261|102163
92620|102160
11965|102083
85383|102047
92692|102045
32814|102040
92011|102030
31829|102022
19010|102012
19301|102008
02038|101980
03883|101974
08033|101964
84092|101961
68135|101953
94304|101932
94040|101912
20735|101884
01342|101863
06812|101750
30075|101744
21087|101723
31820|101667
23838|101650
23354|101635
77381|101628
40510|101528
85083|101453
60134|101437
80134|101415
07833|101406
22206|101391
57792|101389
11756|101370
54169|101339
97840|101319
92880|101303
95051|101292
92656|101292
60601|101250
24957|101250
55044|101206
01519|101205
60523|101184
12512|101161
12427|101136
07960|101126
33626|101119
06248|101118
75077|101095
80127|101089
61526|101080
59703|101065
20778|101065
35763|101063
60013|101051
56577|101042
27310|101029
20772|100975
07041|100950
07006|100884
22556|100855
75070|100848
94043|100844
58001|100833
60069|100833
13104|100830
68404|100795
55446|100777
20733|100764
10010|100763
07410|100755
57236|100750
94516|100750
91362|100747
20650|100712
01945|100709
92688|100694
98112|100694
30024|100690
82923|100688
68523|100688
07033|100680
19106|100653
10128|100649
11001|100625
73719|100625
03070|100616
66218|100595
06712|100592
06778|100571
03770|100568
07718|100560
01581|100552
01845|100544
48069|100543
01887|100536
23693|100517
06426|100515
61705|100488
80138|100484
49717|100469
07081|100461
55001|100455
80124|100447
06093|100446
07836|100403
91962|100398
92385|100380
07044|100366
98004|100344
07626|100342
07302|100336
59055|100313
95630|100308
10018|100298
12540|100285
07980|100256
29409|100250
85259|100250
58642|100250
94086|100215
08852|100208
94547|100204
37220|100192
40007|100169
58311|100156
95683|100139
11702|100136
18938|100122
21755|100114
94131|100114
84004|100072
18342|100061
91739|100049
14032|100042
58338|100000
75182|100000
16066|99959
21015|99944
77578|99940
23116|99931
20645|99926
02921|99915
40023|99911
85249|99910
99686|99904
89045|99896
01747|99886
22125|99844
45434|99816
21028|99813
20603|99782
06065|99762
10965|99741
77450|99732
06415|99720
20853|99716
48230|99714
20166|99713
10998|99688
77079|99650
93109|99638
07020|99609
91915|99606
08850|99568
78717|99541
93021|99537
98029|99519
67205|99510
08809|99457
06437|99441
90277|99398
75093|99378
12575|99375
20619|99375
04105|99324
02093|99302
37922|99295
67235|99268
98024|99257
03823|99219
70447|99212
37135|99189
02108|99187
07731|99177
01760|99172
95227|99167
32259|99152
55960|99145
22192|99088
06441|99063
43542|99063
06438|99046
11215|99040
30068|99036
55374|99016
37215|98990
95130|98990
01520|98979
55410|98977
10987|98942
80927|98906
95035|98899
20852|98897
04107|98854
80018|98850
77046|98846
91326|98831
96707|98825
11201|98775
08690|98768
02339|98750
20866|98750
23128|98750
88040|98750
73173|98750
60422|98708
11709|98704
92651|98697
30097|98663
91307|98655
53069|98625
79369|98611
55372|98596
07005|98571
10520|98552
11572|98532
06478|98504
60514|98500
80477|98472
76429|98438
91737|98407
95139|98400
03781|98375
12165|98365
12056|98323
94551|98321
91008|98315
01862|98305
97229|98303
39110|98279
02858|98269
78259|98266
92677|98264
27518|98247
93923|98219
77429|98191
05075|98182
99567|98163
46037|98109
21666|98106
11552|98056
20751|98049
48331|98046
33629|98042
60190|98027
95132|98026
34201|97974
07648|97962
91350|97921
76884|97917
13647|97917
10968|97909
19803|97889
43023|97875
77379|97864
97476|97863
07927|97857
55419|97856
21071|97829
30022|97819
98014|97806
15636|97796
33957|97788
10919|97742
11971|97720
08826|97708
53217|97690
10530|97682
11746|97667
02476|97647
76460|97639
01545|97617
91709|97609
55115|97582
10003|97524
12136|97500
06524|97500
55047|97500
51576|97500
92618|97470
06232|97426
78163|97423
61037|97375
08816|97370
21113|97370
06795|97366
03884|97333
19311|97331
12196|97304
19002|97300
06103|97292
07440|97284
70743|97273
33330|97240
21044|97235
10013|97228
01434|97222
63341|97222
20695|97180
08736|97173
19709|97155
40026|97151
12054|97148
57780|97083
11741|97017
07075|97006
14102|97000
21617|96994
07865|96968
38138|96941
03753|96875
11705|96875
95377|96860
07480|96857
22042|96841
11796|96840
90808|96824
48095|96810
05034|96806
66850|96806
60089|96804
43017|96795
02054|96773
78027|96763
46032|96758
08825|96745
21048|96743
66223|96741
94044|96719
99005|96689
68130|96667
20676|96650
07935|96625
55341|96618
08823|96570
60102|96568
93664|96563
21075|96545
20724|96544
46278|96540
94705|96537
05482|96528
01907|96510
03870|96500
21010|96500
10708|96490
20716|96488
10996|96458
07652|96454
93314|96446
30041|96439
99631|96438
03052|96429
63105|96390
58018|96389
12767|96375
07757|96316
53097|96310
33156|96299
92064|96297
07866|96293
70513|96285
94938|96281
32963|96272
05657|96250
20732|96250
58830|96250
22302|96234
53018|96219
58847|96200
23456|96192
23102|96174
07004|96172
10980|96168
60448|96105
07435|96103
78681|96086
03861|96083
21045|96075
11507|96048
30004|96036
90094|96010
92614|95984
98110|95976
91784|95975
23233|95967
37934|95965
67106|95909
02445|95895
27502|95857
07847|95846
06032|95846
07921|95839
02835|95833
12148|95833
92010|95806
80403|95804
11738|95803
46373|95787
05362|95781
08829|95750
55391|95739
53571|95714
60712|95680
98021|95666
77546|95641
90720|95631
85048|95628
93441|95625
30903|95625
08553|95625
62711|95603
01474|95587
10012|95577
72828|95577
20659|95574
19064|95562
06424|95533
22654|95528
60423|95520
55020|95500
98333|95487
01803|95465
06762|95436
07666|95435
95037|95435
08848|95407
60103|95350
80602|95346
10917|95344
03811|95341
11751|95339
06071|95324
92037|95306
38028|95298
48324|95290
70773|95263
10044|95259
53183|95238
02894|95208
12459|95190
94403|95189
11010|95162
82832|95141
29708|95127
21050|95094
11554|95071
62375|95071
55378|95024
19435|95000
68133|95000
19006|94961
93111|94933
48348|94932
11560|94913
37067|94886
80106|94875
22203|94859
84020|94852
44139|94845
62535|94844
06472|94831
20774|94783
12570|94761
22209|94742
27614|94727
93932|94712
92807|94697
62021|94688
07848|94688
77584|94669
66013|94659
76244|94599
20622|94595
20675|94565
33480|94559
02035|94538
01522|94531
34212|94524
48236|94515
11940|94509
02367|94505
55449|94505
11518|94475
07418|94453
04021|94428
94569|94420
03046|94417
62536|94375
03034|94347
92091|94318
19067|94316
03053|94314
75032|94288
06074|94217
92881|94196
99515|94181
93065|94173
15934|94167
60126|94148
60543|94131
84781|94107
08340|94083
07465|94052
33478|94041
11581|94019
34786|94014
50131|94013
16046|94000
10511|93977
48130|93977
75002|93977
76054|93962
06237|93953
11024|93950
20190|93945
28277|93942
81631|93932
73012|93928
91364|93919
92883|93917
96734|93892
92007|93889
77377|93884
77433|93884
07852|93884
02831|93869
11755|93869
60044|93849
20616|93818
84093|93817
94021|93810
46074|93806
01566|93776
02341|93771
05465|93768
06752|93750
10973|93750
94939|93750
99023|93750
78885|93750
08053|93732
92691|93713
61535|93708
15044|93681
55376|93679
68022|93670
44022|93668
06254|93636
02116|93605
93312|93588
98038|93573
28104|93548
48370|93542
93645|93529
93012|93523
91789|93509
07849|93488
98059|93486
99338|93475
52257|93438
60451|93421
21144|93417
21762|93409
95571|93393
94951|93389
03841|93375
06078|93339
11964|93333
99743|93333
68007|93310
35741|93309
55327|93287
33547|93279
12964|93250
08077|93221
07460|93214
62261|93214
11580|93200
08812|93190
77573|93178
22553|93127
21082|93125
55717|93125
62962|93125
01879|93108
92661|93099
91935|93092
02048|93082
22406|93082
07747|93068
78056|93063
19086|93059
94930|93049
11980|93029
11977|93021
98019|93004
33449|92958
33596|92905
78734|92904
01834|92898
41091|92892
67030|92885
46155|92875
08022|92875
53593|92869
77019|92844
33331|92835
92653|92806
20009|92792
38002|92772
12520|92759
37377|92736
18333|92723
11363|92711
21128|92710
11740|92708
07421|92685
92508|92684
95747|92678
48138|92674
06238|92663
19081|92663
02770|92656
43116|92643
15668|92626
63017|92618
25442|92614
11801|92595
03057|92591
11749|92583
08530|92581
60661|92521
77056|92521
11510|92518
23322|92509
25876|92500
20626|92500
77483|92500
94085|92489
06378|92475
95672|92464
20876|92446
55375|92426
10603|92419
20764|92414
92024|92402
92835|92397
55304|92392
11547|92361
32312|92360
94020|92356
52351|92303
19083|92287
60510|92256
75454|92250
21773|92237
60026|92230
22947|92222
19073|92208
14506|92206
20601|92198
10920|92193
12027|92188
51542|92188
89815|92185
22003|92176
97221|92174
54082|92173
45066|92171
53092|92162
93924|92137
28036|92136
94536|92107
60654|92106
67120|92105
60083|92094
77650|92083
11715|92083
10512|92067
48085|92065
02644|92054
80111|92051
68116|92035
48382|92021
21084|92019
94030|92006
08036|91985
85298|91961
35213|91943
60487|91932
23146|91927
06335|91884
94534|91882
87525|91875
58323|91875
58278|91875
58355|91875
10933|91830
07628|91811
22724|91811
93460|91737
18976|91721
50325|91709
62563|91687
02458|91672
60491|91624
91360|91617
01821|91605
06791|91599
19382|91580
75048|91543
61547|91518
95638|91518
55345|91512
89135|91483
11720|91481
10517|91481
01037|91471
96789|91458
33067|91446
06469|91444
03054|91429
60061|91426
21776|91419
82620|91417
44141|91367
14472|91356
07066|91295
84095|91294
01507|91287
55125|91259
06035|91250
11516|91250
19374|91250
57242|91250
12211|91210
82053|91199
98117|91199
80919|91193
92604|91180
53017|91179
27503|91168
52338|91151
06085|91111
01543|91033
15143|91029
40010|91023
60137|91017
60461|91005
95118|90984
48360|90980
01951|90969
91765|90966
10509|90959
11719|90954
03819|90938
07838|90938
06259|90903
95614|90903
95123|90881
07080|90880
07758|90878
02021|90878
92118|90876
31804|90847
92075|90833
20901|90825
10954|90781
52228|90781
91024|90780
98177|90758
72212|90742
45433|90690
33548|90682
07803|90682
21638|90659
46530|90652
01264|90625
68360|90625
84317|90625
90703|90613
08080|90612
80920|90596
99752|90556
04541|90556
99685|90550
35757|90541
91604|90528
02807|90526
21658|90526
20658|90526
21679|90515
72038|90500
02081|90470
32317|90465
01564|90455
85286|90451
62266|90446
33028|90410
02556|90399
16361|90391
80433|90378
60404|90354
07850|90324
08511|90313
62469|90313
81637|90313
48380|90302
11735|90300
92128|90298
55011|90286
21053|90268
60439|90264
62684|90258
41048|90255
07052|90251
85254|90236
92606|90228
77523|90226
53597|90213
11563|90195
11021|90181
76262|90181
93651|90179
10019|90174
87823|90156
06249|90149
60467|90143
11963|90109
48188|90099
30305|90095
65557|90089
57791|90078
06783|90078
85310|90077
50214|90045
85331|90038
04066|90036
84040|90025
08020|90000
19525|90000
17407|90000
36013|90000
37733|90000
12309|89994
53005|89987
19335|89984
11942|89969
02359|89954
98275|89942
55436|89929
06019|89890
06907|89863
91214|89849
99574|89844
84037|89841
10707|89821
55301|89813
01523|89808
55359|89805
20121|89786
53076|89740
63127|89722
94965|89715
10709|89712
68136|89706
18040|89704
11561|89684
11778|89679
60410|89663
11703|89655
11590|89641
94513|89607
91355|89596
78620|89595
33029|89587
36064|89583
05489|89583
08854|89572
92592|89541
68430|89531
07014|89519
19063|89514
91711|89508
90067|89500
94510|89500
62625|89500
02474|89466
94303|89464
58047|89458
22728|89439
19341|89423
18059|89423
08343|89423
10923|89420
22193|89415
84060|89414
93510|89403
08034|89383
80528|89380
88265|89375
10922|89375
21634|89375
28173|89375
45034|89336
01944|89313
12436|89306
21161|89306
19438|89297
77478|89295
60189|89290
23894|89286
78253|89282
14722|89279
43016|89268
33556|89258
21723|89250
01929|89185
70650|89150
21122|89142
68461|89135
75024|89119
45244|89101
30215|89095
75087|89078
06027|89071
48176|89063
80473|89063
80423|89063
07874|89050
60586|89049
23168|89038
53044|89034
85028|89030
92845|89026
06442|89013
95008|88987
90742|88971
55955|88958
91208|88955
10543|88942
32827|88936
91207|88929
91902|88926
60119|88924
96706|88923
17730|88902
06091|88889
03281|88871
98008|88862
53045|88848
12159|88844
50061|88843
42758|88833
20744|88832
94041|88810
94089|88797
08876|88797
01876|88794
02050|88750
03575|88750
50165|88750
94973|88750
93208|88750
82938|88750
83128|88750
57108|88734
07730|88723
12019|88708
06794|88698
94531|88693
01503|88681
32003|88672
34202|88667
14085|88645
27358|88645
27540|88638
28745|88636
98115|88633
34211|88632
02715|88631
06043|88625
47981|88571
19454|88565
55401|88555
77095|88555
08221|88542
54942|88539
11003|88537
02333|88534
80478|88519
99712|88517
04675|88516
10549|88508
01701|88498
08873|88491
02324|88481
98028|88472
58042|88438
20135|88438
03441|88413
59485|88409
12130|88406
11784|88402
38672|88398
66027|88397
92629|88384
06484|88369
60067|88349
95493|88333
33412|88318
80542|88295
55357|88289
01529|88281
55127|88271
11934|88265
60614|88256
13123|88250
50101|88250
55024|88246
02561|88242
06754|88194
72718|88182
08520|88167
20657|88162
48309|88161
92869|88160
07825|88159
68028|88150
01569|88125
23153|88125
22620|88125
06037|88107
18915|88083
22150|88072
02898|88068
68402|88047
58856|88036
84621|88030
61274|88026
94597|88012
98042|88006
79119|87991
50109|87983
11742|87979
99502|87973
20776|87971
05494|87969
03840|87949
10312|87946
20674|87946
44140|87942
21009|87932
43147|87888
02717|87880
79765|87880
77346|87878
06751|87857
06403|87847
20612|87841
08019|87813
03037|87786
95757|87782
21619|87778
12077|87750
63743|87750
02702|87740
95655|87738
93311|87720
82945|87708
07604|87705
77460|87679
94538|87652
19075|87652
19734|87641
20692|87639
08048|87639
53058|87627
60068|87626
68023|87625
82334|87625
08804|87625
94530|87598
96121|87596
61011|87589
21917|87578
82718|87556
50111|87554
03229|87545
10309|87536
03043|87500
02184|87500
52341|87500
55073|87500
95136|87500
98045|87470
82941|87462
07067|87432
02464|87428
08527|87426
92336|87425
60516|87422
11776|87419
02019|87417
02129|87387
80121|87370
08536|87364
92532|87361
03076|87359
21014|87348
43001|87333
78701|87306
02668|87303
30062|87302
07442|87284
01473|87273
85295|87267
27513|87262
90603|87251
80439|87226
55442|87208
08620|87178
11935|87167
11959|87167
07716|87157
95819|87156
23696|87139
77586|87136
63025|87126
97068|87119
92646|87110
19462|87107
84315|87103
95765|87100
90713|87095
40014|87083
85297|87049
52236|87045
10523|87042
05055|87031
72061|87031
97106|87016
08648|87001
80465|86993
59634|86983
20879|86969
92663|86967
65809|86964
12186|86951
23435|86926
82932|86917
38120|86910
01095|86908
76063|86907
98012|86886
70817|86879
45040|86869
77581|86857
03862|86853
11779|86846
22625|86833
78132|86824
03224|86797
55316|86788
02554|86766
70769|86762
20164|86748
30809|86732
21093|86726
02375|86695
10307|86688
32561|86659
11714|86608
07755|86602
02114|86601
84065|86599
60655|86598
